"","nrk","gmina","teryt","siedziba","nawrocki","trzaskowski","lwkwk","l.wyborcow.upr","lkw","lz","frek1","lgnw","lgnw.x","lgnw.no.x","nawrocki.p","trzaskowski.p","tnr1","lgw","lwkwk2","l.wyborcow.upr2","lkw2","lz2","frek2","lgnw2","lgnw.x.2","lgnw.no.x2","nawrocki2","tnr2","trzaskowski2","nawrocki.p2","trzaskowski.p2","lgw2","rodzaj","country","latitude","longitude"
"87","226101.087","m. Gdańsk","226101","Poli Gojawiczyńskiej 10, 80-286 Gdańsk, Polska",305,1039,2344,2916,2347,28,0.804869684499314,9,4,5,13.0453378956373,44.4396920444825,0.773065476190476,2338,2453,2945,2457,47,0.834295415959253,18,13,5,641,0.737187371873719,1798,26.2812628126281,73.7187371873719,2439,"miejska","Poland",54.3587949,18.5933031
"88","226101.088","m. Gdańsk","226101","Antoniego Dobrowolskiego 6, 80-286 Gdańsk, Polska",324,1119,2703,3272,2703,34,0.826100244498778,6,2,4,12.0133481646274,41.4905450500556,0.775467775467775,2697,2868,3419,2869,58,0.839134249780638,43,26,17,671,0.762561924982307,2155,23.7438075017693,76.2561924982307,2826,"miejska","Poland",54.361696,18.5886551
"89","226101.089","m. Gdańsk","226101","Heleny Marusarzówny 10, 80-288 Gdańsk, Polska",187,953,2080,2494,2081,17,0.834402566158781,8,6,2,9.02074288470815,45.9720212252774,0.835964912280702,2073,2141,2522,2140,37,0.84853291038858,17,10,7,439,0.793217145548752,1684,20.6782854451248,79.3217145548752,2123,"miejska","Poland",54.3585025,18.5736126
"90","226101.090","m. Gdańsk","226101","Heleny Marusarzówny 10, 80-288 Gdańsk, Polska",228,978,2155,2665,2153,17,0.807879924953096,8,4,4,10.6293706293706,45.5944055944056,0.810945273631841,2145,2239,2676,2238,27,0.836322869955157,26,17,9,506,0.77124773960217,1706,22.875226039783,77.124773960217,2212,"miejska","Poland",54.3585025,18.5736126
"91","226101.091","m. Gdańsk","226101","Heleny Marusarzówny 10, 80-288 Gdańsk, Polska",326,891,1961,2507,1962,18,0.782608695652174,10,4,6,16.7008196721311,45.6454918032787,0.732128184059162,1952,2063,2536,2064,31,0.813880126182965,18,11,7,580,0.716520039100684,1466,28.3479960899316,71.6520039100684,2046,"miejska","Poland",54.3585025,18.5736126
"92","226101.092","m. Gdańsk","226101","Heleny Marusarzówny 10, 80-288 Gdańsk, Polska",375,950,2039,2680,2042,23,0.761940298507463,4,0,4,18.4003925417076,46.6143277723258,0.716981132075472,2038,2172,2698,2174,35,0.805782060785767,20,11,9,649,0.698700092850511,1505,30.1299907149489,69.8700092850511,2154,"miejska","Poland",54.3585025,18.5736126
"93","226101.093","m. Gdańsk","226101","Heleny Marusarzówny 10, 80-288 Gdańsk, Polska",347,833,1821,2283,1819,37,0.796758650897941,5,2,3,19.1289966923925,45.9206174200662,0.705932203389831,1814,1897,2299,1898,67,0.82557633753806,26,16,10,573,0.693910256410256,1299,30.6089743589744,69.3910256410256,1872,"miejska","Poland",54.3585025,18.5736126
"94","226101.094","m. Gdańsk","226101","Jaśkowa Dolina 105, 80-286 Gdańsk, Polska",292,597,1333,1717,1332,38,0.775771694816541,2,2,0,21.9548872180451,44.8872180451128,0.671541057367829,1330,1401,1731,1401,48,0.809358752166378,9,4,5,453,0.674568965517241,939,32.5431034482759,67.4568965517241,1392,"miejska","Poland",54.3584385,18.5860329
"95","226101.095","m. Gdańsk","226101","Księcia Józefa Poniatowskiego 13, 80-156 Gdańsk, Polska",218,750,1474,1802,1476,22,0.819089900110988,4,2,2,14.8097826086957,50.9510869565217,0.774793388429752,1472,1511,1772,1514,32,0.854401805869074,24,13,11,362,0.757046979865772,1128,24.2953020134228,75.7046979865772,1490,"miejska","Poland",54.357105,18.6303015
"96","226101.096","m. Gdańsk","226101","Mariana Smoluchowskiego 13, 80-214 Gdańsk, Polska",233,586,1483,1943,1484,52,0.76376737004632,3,0,3,15.7326130992573,39.5678595543552,0.715506715506716,1481,1451,1894,1453,35,0.767159450897571,10,3,7,389,0.73042273042273,1054,26.957726957727,73.042273042273,1443,"miejska","Poland",54.3673715,18.6260845
"97","226101.097","m. Gdańsk","226101","Zielony Trójkąt 1, 80-869 Gdańsk, Polska",320,596,1622,2278,1625,31,0.713345039508341,7,1,6,19.7775030902349,36.8355995055624,0.650655021834061,1618,1729,2327,1731,47,0.743876235496347,23,11,12,580,0.660421545667447,1128,33.9578454332553,66.0421545667447,1708,"miejska","Poland",54.3785573,18.6293259
"98","226101.098","m. Gdańsk","226101","Leśna Góra 2, 80-281 Gdańsk, Polska",324,780,1642,2046,1642,11,0.802541544477028,4,1,3,19.7802197802198,47.6190476190476,0.706521739130435,1638,1664,2030,1665,26,0.820197044334975,17,10,7,495,0.699635922330097,1153,30.0364077669903,69.9635922330097,1648,"miejska","Poland",54.3759711,18.5618948
"99","226101.099","m. Gdańsk","226101","Leśna Góra 2, 80-281 Gdańsk, Polska",309,632,1454,1964,1454,17,0.740325865580448,3,0,3,21.2956581667815,43.5561681598897,0.671625929861849,1451,1520,1952,1521,25,0.779200819672131,12,7,5,477,0.68389662027833,1032,31.610337972167,68.389662027833,1509,"miejska","Poland",54.3759711,18.5618948
"100","226101.100","m. Gdańsk","226101","Juliusza Słowackiego 101, 80-281 Gdańsk, Polska",235,737,1456,1809,1456,40,0.804864566058596,4,0,4,16.1845730027548,50.7575757575758,0.758230452674897,1452,1488,1778,1489,39,0.837457817772778,10,6,4,413,0.720757268424611,1066,27.9242731575389,72.0757268424611,1479,"miejska","Poland",54.3738311,18.5660594
"101","226101.101","m. Gdańsk","226101","Srebrniki 10, 80-282 Gdańsk, Polska",274,546,1313,1730,1314,27,0.759537572254335,6,2,4,20.9480122324159,41.743119266055,0.665853658536585,1308,1396,1751,1398,44,0.798400913763564,17,11,6,410,0.703113685734975,971,29.6886314265025,70.3113685734975,1381,"miejska","Poland",54.3774471,18.580985
"102","226101.102","m. Gdańsk","226101","Obywatelska 1, 80-259 Gdańsk, Polska",229,609,1481,2060,1483,36,0.719902912621359,4,2,2,15.4834347532116,41.1764705882353,0.72673031026253,1479,1581,2085,1582,39,0.758752997601918,12,5,7,428,0.727388535031847,1142,27.2611464968153,72.7388535031847,1570,"miejska","Poland",54.3806542,18.5940403
"103","226101.103","m. Gdańsk","226101","Obywatelska 1, 80-259 Gdańsk, Polska",243,950,2061,2640,2061,26,0.780681818181818,2,0,2,11.8018455560952,46.138902379796,0.796311818943839,2059,2246,2734,2246,78,0.821506949524506,24,10,14,538,0.757875787578758,1684,24.2124212421242,75.7875787578758,2222,"miejska","Poland",54.3806542,18.5940403
"104","226101.104","m. Gdańsk","226101","Topolowa 7, 80-255 Gdańsk, Polska",172,547,1161,1453,1162,24,0.799724707501721,9,7,2,14.9176062445794,47.4414570685169,0.760778859527121,1153,1169,1452,1170,29,0.805785123966942,15,9,6,320,0.722943722943723,835,27.7056277056277,72.2943722943723,1155,"miejska","Poland",54.376702,18.5955422
"105","226101.105","m. Gdańsk","226101","Matki Polki 3A, 80-251 Gdańsk, Polska",191,569,1348,1800,1351,35,0.750555555555556,5,3,2,14.1901931649331,42.2734026745914,0.748684210526316,1346,1435,1835,1440,51,0.784741144414169,15,12,3,374,0.737543859649123,1051,26.2456140350877,73.7543859649123,1425,"miejska","Poland",54.3774982,18.6027091
"106","226101.106","m. Gdańsk","226101","Partyzantów 36, 80-254 Gdańsk, Polska",148,391,989,1322,989,27,0.748108925869894,3,2,1,15.0101419878296,39.6551724137931,0.725417439703154,986,1046,1343,1045,42,0.778108711839166,15,5,10,251,0.75631067961165,779,24.368932038835,75.631067961165,1030,"miejska","Poland",54.3778759,18.599895
"107","226101.107","m. Gdańsk","226101","Jaśkowa Dolina 2, 80-252 Gdańsk, Polska",154,406,907,1286,910,27,0.707620528771384,4,1,3,16.9977924944812,44.8123620309051,0.725,906,993,1299,996,44,0.766743648960739,10,2,8,280,0.716024340770791,706,28.3975659229209,71.6024340770791,986,"miejska","Poland",54.3770282,18.6085704
"108","226101.108","m. Gdańsk","226101","Jaśkowa Dolina 31, 80-286 Gdańsk, Polska",226,604,1324,1699,1325,26,0.779870512065921,3,1,2,17.0953101361573,45.6883509833585,0.727710843373494,1322,1365,1686,1367,42,0.81079478054567,14,8,6,384,0.716186252771619,969,28.3813747228381,71.6186252771619,1353,"miejska","Poland",54.37308,18.6007093
"109","226101.109","m. Gdańsk","226101","Romualda Traugutta 92, 80-226 Gdańsk, Polska",121,362,975,1284,975,33,0.759345794392523,4,0,4,12.4613800205973,37.2811534500515,0.749482401656315,971,993,1278,992,40,0.776212832550861,12,6,6,262,0.73265306122449,718,26.734693877551,73.265306122449,980,"miejska","Poland",54.371234,18.6092924
"110","226101.110","m. Gdańsk","226101","Jana Sobieskiego 90, 80-216 Gdańsk, Polska",113,275,656,808,657,14,0.813118811881188,1,1,0,17.2256097560976,41.9207317073171,0.708762886597938,656,706,843,708,23,0.839857651245552,9,5,4,197,0.718168812589413,502,28.1831187410587,71.8168812589414,699,"miejska","Poland",54.3601411,18.6097494
"111","226101.111","m. Gdańsk","226101","Grzegorza Piramowicza 1/2, 80-218 Gdańsk, Polska",120,289,726,1026,728,22,0.709551656920078,3,1,2,16.551724137931,39.8620689655172,0.706601466992665,725,741,1005,745,29,0.741293532338308,4,3,1,236,0.681511470985155,505,31.8488529014845,68.1511470985155,741,"miejska","Poland",54.3749245,18.6219222
"112","226101.112","m. Gdańsk","226101","Stefana Czarnieckiego 2, 80-239 Gdańsk, Polska",139,429,1010,1370,1011,26,0.737956204379562,10,2,8,13.8861138861139,42.8571428571429,0.755281690140845,1001,1015,1353,1017,37,0.751662971175166,5,1,4,267,0.736166007905138,745,26.3833992094862,73.6166007905138,1012,"miejska","Poland",54.3775839,18.6129844
"113","226101.113","m. Gdańsk","226101","Aleja Gen. Józefa Hallera 16/18, 80-426 Gdańsk, Polska",300,700,1866,2424,1866,35,0.76980198019802,2,2,0,16.0944206008584,37.5536480686695,0.7,1864,1878,2421,1878,51,0.775712515489467,18,12,6,563,0.697311827956989,1297,30.2688172043011,69.7311827956989,1860,"miejska","Poland",54.3800875,18.6212761
"114","226101.114","m. Gdańsk","226101","Racławicka 17, 80-406 Gdańsk, Polska",177,395,987,1372,981,14,0.715014577259475,4,0,4,18.1166837256909,40.4298874104401,0.690559440559441,977,1027,1357,1027,20,0.756816507000737,20,9,11,325,0.677259185700099,682,32.2740814299901,67.7259185700099,1007,"miejska","Poland",54.38652,18.6284121
"115","226101.115","m. Gdańsk","226101","Tadeusza Kościuszki 111, 80-427 Gdańsk, Polska",254,490,1243,1679,1244,16,0.740917212626563,4,3,1,20.4838709677419,39.5161290322581,0.658602150537634,1240,1296,1680,1297,29,0.77202380952381,22,14,8,418,0.672156862745098,857,32.7843137254902,67.2156862745098,1275,"miejska","Poland",54.387499,18.6251534
"116","226101.116","m. Gdańsk","226101","Tadeusza Kościuszki 111, 80-427 Gdańsk, Polska",321,796,1990,2553,1991,36,0.779866823345084,8,0,8,16.1875945537065,40.1412002017146,0.712623097582811,1983,2121,2611,2123,60,0.813098429720414,22,14,8,584,0.722037125178486,1517,27.7962874821514,72.2037125178486,2101,"miejska","Poland",54.387499,18.6251534
"117","226101.117","m. Gdańsk","226101","Wrzeszczańska 29, 80-409 Gdańsk, Polska",237,459,1033,1436,1033,12,0.719359331476323,7,4,3,23.0994152046784,44.7368421052632,0.65948275862069,1026,1045,1416,1046,17,0.738700564971751,8,3,5,326,0.685934489402698,712,31.4065510597302,68.5934489402698,1038,"miejska","Poland",54.388847,18.6272235
"118","226101.118","m. Gdańsk","226101","Lilli Wenedy 19, 80-419 Gdańsk, Polska",180,624,1319,1703,1321,22,0.775689958896066,2,0,2,13.6467020470053,47.3085670962851,0.776119402985075,1319,1390,1698,1391,34,0.819199057714959,11,6,5,353,0.744202898550725,1027,25.5797101449275,74.4202898550725,1380,"miejska","Poland",54.384963,18.617511
"119","226101.119","m. Gdańsk","226101","Aleja Legionów 3, 80-441 Gdańsk, Polska",225,535,1384,1823,1383,42,0.758639605046626,3,0,3,16.304347826087,38.768115942029,0.703947368421053,1380,1474,1857,1474,57,0.793753365643511,14,6,8,430,0.705479452054795,1030,29.4520547945205,70.5479452054795,1460,"miejska","Poland",54.3840555,18.6150081
"120","226101.120","m. Gdańsk","226101","Aleja Legionów 7, 80-441 Gdańsk, Polska",234,458,1325,1833,1325,29,0.722858701582106,4,1,3,17.7138531415594,34.670704012112,0.661849710982659,1321,1379,1853,1379,38,0.744198596869941,11,7,4,415,0.696637426900585,953,30.3362573099415,69.6637426900585,1368,"miejska","Poland",54.3851241,18.6141208
"121","226101.121","m. Gdańsk","226101","Aleja Legionów 11, 80-441 Gdańsk, Polska",234,440,1109,1525,1109,14,0.727213114754098,6,3,3,21.2148685403445,39.8912058023572,0.652818991097923,1103,1170,1535,1170,30,0.762214983713355,10,8,2,399,0.656034482758621,761,34.3965517241379,65.6034482758621,1160,"miejska","Poland",54.3863317,18.6119204
"122","226101.122","m. Gdańsk","226101","Jana Pestalozziego 11/13, 80-445 Gdańsk, Polska",193,499,1240,1698,1242,18,0.731448763250883,4,0,4,15.5896607431341,40.3069466882068,0.721098265895954,1238,1382,1754,1383,43,0.7884834663626,13,5,8,393,0.713138686131387,977,28.6861313868613,71.3138686131387,1370,"miejska","Poland",54.3859925,18.6089439
"123","226101.123","m. Gdańsk","226101","Jana Pestalozziego 7/9, 80-445 Gdańsk, Polska",143,405,895,1300,896,39,0.689230769230769,1,1,0,15.9776536312849,45.2513966480447,0.739051094890511,895,952,1295,950,41,0.733590733590734,6,3,3,261,0.723516949152542,683,27.6483050847458,72.3516949152542,944,"miejska","Poland",54.3853938,18.6093496
"124","226101.124","m. Gdańsk","226101","płk. Wilka-Krzyżanowskiego 8, 80-271 Gdańsk, Polska",228,672,1437,1869,1438,33,0.769395398608882,5,3,2,15.910676901605,46.8946266573622,0.746666666666667,1433,1499,1865,1498,50,0.803217158176944,33,24,9,374,0.744709897610922,1091,25.5290102389079,74.4709897610922,1465,"miejska","Poland",54.3878516,18.578576
"125","226101.125","m. Gdańsk","226101","ks. Bernarda Sychty 12, 80-276 Gdańsk, Polska",132,537,1053,1296,1054,30,0.813271604938272,4,1,3,12.5714285714286,51.1428571428571,0.802690582959641,1050,1108,1323,1109,58,0.838246409674981,7,4,3,251,0.772232304900181,851,22.7767695099819,77.2232304900182,1102,"miejska","Poland",54.3861932,18.58273
"126","226101.126","m. Gdańsk","226101","Aleja Grunwaldzka 238, 80-266 Gdańsk, Polska",127,397,851,1093,851,24,0.778591033851784,3,2,1,14.9764150943396,46.8160377358491,0.75763358778626,848,899,1099,899,42,0.818016378525933,5,2,3,231,0.741610738255034,663,25.8389261744966,74.1610738255034,894,"miejska","Poland",54.390516,18.58504
"127","226101.127","m. Gdańsk","226101","Zbigniewa Burzyńskiego 10, 80-462 Gdańsk, Polska",339,889,1943,2513,1943,23,0.773179466772781,7,2,5,17.5103305785124,45.9194214876033,0.723941368078176,1936,2052,2534,2054,36,0.810576164167324,21,11,10,585,0.71224790949336,1448,28.775209050664,71.224790949336,2033,"miejska","Poland",54.3960581,18.6084165
"128","226101.128","m. Gdańsk","226101","Zbigniewa Burzyńskiego 10, 80-462 Gdańsk, Polska",422,997,2089,2667,2091,20,0.784026996625422,7,3,4,20.2495201535509,47.8406909788868,0.702607470049331,2084,2144,2683,2146,53,0.799850913156914,22,13,9,645,0.696327683615819,1479,30.3672316384181,69.6327683615819,2124,"miejska","Poland",54.3960581,18.6084165
"129","226101.129","m. Gdańsk","226101","Konstantego Ciołkowskiego 10, 80-463 Gdańsk, Polska",263,661,1369,1792,1369,17,0.763950892857143,1,0,1,19.2251461988304,48.3187134502924,0.715367965367965,1368,1420,1782,1420,34,0.79685746352413,20,9,11,421,0.699285714285714,979,30.0714285714286,69.9285714285714,1400,"miejska","Poland",54.3911511,18.6125246
"130","226101.130","m. Gdańsk","226101","Janusza Meissnera 9, 80-462 Gdańsk, Polska",296,617,1281,1702,1281,33,0.752643948296122,10,3,7,23.2887490165224,48.5444531864674,0.67579408543264,1271,1344,1714,1345,58,0.784714119019837,7,0,7,464,0.65321375186846,874,34.678624813154,65.321375186846,1338,"miejska","Poland",54.4020203,18.6040397
"131","226101.131","m. Gdańsk","226101","Janusza Meissnera 9, 80-462 Gdańsk, Polska",217,763,1613,1922,1616,28,0.840790842872008,5,4,1,13.4698944754811,47.3618870266915,0.778571428571429,1611,1683,1951,1686,36,0.86417221937468,18,12,6,406,0.756594724220623,1262,24.3405275779376,75.6594724220624,1668,"miejska","Poland",54.4020203,18.6040397
"132","226101.132","m. Gdańsk","226101","Pilotów 7, 80-460 Gdańsk, Polska",237,498,1207,1563,1208,32,0.772872680742163,5,5,0,19.7007481296758,41.3965087281795,0.677551020408163,1203,1236,1572,1238,44,0.787531806615776,20,20,0,380,0.688013136288998,838,31.1986863711002,68.8013136288998,1218,"miejska","Poland",54.3929871,18.5936792
"133","226101.133","m. Gdańsk","226101","Pilotów 7, 80-460 Gdańsk, Polska",259,671,1463,1864,1466,13,0.786480686695279,2,1,1,17.6912568306011,45.8333333333333,0.721505376344086,1464,1536,1902,1537,27,0.808096740273396,14,9,5,425,0.720945502298096,1098,27.9054497701904,72.0945502298096,1523,"miejska","Poland",54.3929871,18.5936792
"134","226101.134","m. Gdańsk","226101","Startowa 9, 80-461 Gdańsk, Polska",248,542,1166,1495,1166,16,0.779933110367893,5,2,3,21.3608957795004,46.6838931955211,0.686075949367089,1161,1193,1486,1193,23,0.802826379542396,12,7,5,379,0.679085520745131,802,32.0914479254869,67.9085520745131,1181,"miejska","Poland",54.395089,18.5957737
"135","226101.135","m. Gdańsk","226101","Startowa 9, 80-461 Gdańsk, Polska",212,505,1103,1399,1103,6,0.788420300214439,2,0,2,19.2552225249773,45.8673932788374,0.704323570432357,1101,1162,1403,1162,16,0.828225231646472,16,11,5,334,0.708551483420593,812,29.1448516579407,70.8551483420593,1146,"miejska","Poland",54.395089,18.5957737
"136","226101.136","m. Gdańsk","226101","Dywizjonu 303 nr 27, 80-462 Gdańsk, Polska",321,784,1711,2140,1713,20,0.800467289719626,2,0,2,18.7609585037989,45.8211572180012,0.709502262443439,1711,1791,2181,1796,32,0.823475469967905,23,8,15,484,0.727016356457981,1289,27.2983643542019,72.7016356457981,1773,"miejska","Poland",54.3930161,18.600846
"137","226101.137","m. Gdańsk","226101","Dywizjonu 303 nr 27, 80-462 Gdańsk, Polska",313,816,1828,2278,1825,34,0.801141352063213,8,3,5,17.2261970280682,44.9091909741332,0.722763507528786,1817,1919,2322,1919,40,0.826442721791559,20,11,9,540,0.71563981042654,1359,28.436018957346,71.563981042654,1899,"miejska","Poland",54.3930161,18.600846
"138","226101.138","m. Gdańsk","226101","Opolska 9, 80-395 Gdańsk, Polska",266,478,1139,1574,1142,29,0.725540025412961,4,3,1,23.3743409490334,42.0035149384886,0.64247311827957,1138,1214,1589,1216,34,0.765261170547514,16,7,9,445,0.629166666666667,755,37.0833333333333,62.9166666666667,1200,"miejska","Poland",54.402311,18.6005348
"139","226101.139","m. Gdańsk","226101","Opolska 9, 80-395 Gdańsk, Polska",230,457,1082,1495,1083,10,0.724414715719064,2,1,1,21.2765957446809,42.2756706753006,0.665211062590975,1081,1116,1495,1115,14,0.745819397993311,16,11,5,367,0.666060054595086,732,33.3939945404914,66.6060054595086,1099,"miejska","Poland",54.402311,18.6005348
"140","226101.140","m. Gdańsk","226101","Kołobrzeska 49, 80-391 Gdańsk, Polska",244,478,1130,1468,1130,17,0.769754768392371,6,1,5,21.7081850533808,42.5266903914591,0.662049861495845,1124,1194,1466,1194,24,0.814461118690314,11,7,4,375,0.683009298393914,808,31.6990701606086,68.3009298393914,1183,"miejska","Poland",54.405902,18.5932135
"141","226101.141","m. Gdańsk","226101","Kołobrzeska 49, 80-391 Gdańsk, Polska",248,516,1196,1646,1197,17,0.727217496962333,3,1,2,20.7705192629816,43.21608040201,0.675392670157068,1194,1232,1635,1234,36,0.754740061162079,15,11,4,407,0.666119770303528,812,33.3880229696473,66.6119770303527,1219,"miejska","Poland",54.405902,18.5932135
"142","226101.142","m. Gdańsk","226101","Kołobrzeska 75, 80-396 Gdańsk, Polska",270,827,1786,2398,1771,35,0.738532110091743,3,0,3,15.2714932126697,46.7760180995475,0.7538742023701,1768,1931,2442,1931,53,0.790745290745291,16,16,0,486,0.74621409921671,1429,25.378590078329,74.621409921671,1915,"miejska","Poland",54.4071171,18.6012638
"143","226101.143","m. Gdańsk","226101","Kołobrzeska 75, 80-396 Gdańsk, Polska",273,474,1217,1700,1217,9,0.715882352941177,4,2,2,22.5061830173124,39.0766694146744,0.634538152610442,1213,1281,1716,1281,25,0.746503496503496,8,4,4,466,0.633935585231736,807,36.6064414768264,63.3935585231736,1273,"miejska","Poland",54.4071171,18.6012638
"144","226101.144","m. Gdańsk","226101","Kołobrzeska 77, 80-396 Gdańsk, Polska",316,705,1585,2107,1585,44,0.752254390128144,6,3,3,20.0126662444585,44.6485117162761,0.690499510284035,1579,1700,2138,1701,60,0.795603367633302,19,8,11,539,0.679548156956005,1143,32.0451843043995,67.9548156956005,1682,"miejska","Poland",54.4064154,18.6026098
"145","226101.145","m. Gdańsk","226101","Prezydenta Lecha Kaczyńskiego 35, 80-365 Gdańsk, Polska",228,681,1467,1849,1467,55,0.793401838831801,5,1,4,15.5950752393981,46.5800273597811,0.749174917491749,1462,1539,1877,1539,76,0.819925412892914,16,10,6,407,0.732764281024294,1116,26.7235718975706,73.2764281024294,1523,"miejska","Poland",54.4091162,18.6055847
"146","226101.146","m. Gdańsk","226101","Jagiellońska 24, 80-366 Gdańsk, Polska",176,436,939,1260,940,66,0.746031746031746,0,0,0,18.7234042553191,46.3829787234043,0.712418300653595,940,982,1276,983,49,0.770376175548589,8,4,4,307,0.685128205128205,668,31.4871794871795,68.5128205128205,975,"miejska","Poland",54.4110204,18.598754
"147","226101.147","m. Gdańsk","226101","Jagiellońska 5, 80-371 Gdańsk, Polska",243,560,1234,1715,1233,46,0.718950437317784,6,1,5,19.8044009779951,45.639771801141,0.697384806973848,1227,1353,1762,1352,99,0.767309875141884,10,4,6,430,0.679582712369598,912,32.0417287630402,67.9582712369598,1342,"miejska","Poland",54.4130789,18.5893523
"148","226101.148","m. Gdańsk","226101","Jagiellońska 5, 80-371 Gdańsk, Polska",221,587,1332,1827,1333,21,0.729611384783799,1,1,0,16.5915915915916,44.0690690690691,0.726485148514851,1332,1428,1867,1429,38,0.765399035886449,21,11,10,415,0.705255681818182,993,29.4744318181818,70.5255681818182,1408,"miejska","Poland",54.4130789,18.5893523
"149","226101.149","m. Gdańsk","226101","Jagiellońska 14, 80-371 Gdańsk, Polska",226,478,1115,1557,1115,7,0.716120745022479,8,1,7,20.4155374887082,43.1797651309846,0.678977272727273,1107,1138,1538,1139,11,0.740572171651495,13,3,10,370,0.671403197158082,756,32.8596802841918,67.1403197158082,1126,"miejska","Poland",54.4114472,18.5927202
"150","226101.150","m. Gdańsk","226101","Jagiellońska 14, 80-371 Gdańsk, Polska",219,407,998,1412,996,31,0.705382436260623,6,1,5,22.1212121212121,41.1111111111111,0.650159744408946,990,1062,1428,1063,56,0.744397759103641,7,4,3,374,0.645833333333333,682,35.4166666666667,64.5833333333333,1056,"miejska","Poland",54.4114472,18.5927202
"151","226101.151","m. Gdańsk","226101","Czerwony Dwór 21, 80-376 Gdańsk, Polska",233,652,1443,1914,1445,31,0.75496342737722,3,0,3,16.1581137309293,45.2149791955617,0.736723163841808,1442,1473,1893,1473,45,0.778129952456418,12,7,5,425,0.709103353867214,1036,29.0896646132786,70.9103353867214,1461,"miejska","Poland",54.4113822,18.5857562
"152","226101.152","m. Gdańsk","226101","Czerwony Dwór 21, 80-376 Gdańsk, Polska",228,716,1506,1954,1507,31,0.771238485158649,8,3,5,15.2101400933956,47.765176784523,0.758474576271186,1499,1515,1922,1515,21,0.788241415192508,13,5,8,388,0.74167776298269,1114,25.832223701731,74.167776298269,1502,"miejska","Poland",54.4113822,18.5857562
"153","226101.153","m. Gdańsk","226101","Zgody II 6, 80-380 Gdańsk, Polska",270,1017,2190,2771,2192,35,0.791050162396247,10,8,2,12.3739688359303,46.6086159486709,0.79020979020979,2182,2344,2812,2346,46,0.834281650071124,22,15,7,542,0.766781411359725,1782,23.3218588640275,76.6781411359725,2324,"miejska","Poland",54.4080625,18.5845569
"154","226101.154","m. Gdańsk","226101","Zgody II 6, 80-380 Gdańsk, Polska",342,772,1831,2384,1835,46,0.769714765100671,6,2,4,18.6987424822307,42.2088572990705,0.692998204667864,1829,1910,2399,1914,48,0.797832430179241,12,7,5,544,0.713985278654048,1358,28.6014721345952,71.3985278654048,1902,"miejska","Poland",54.4080625,18.5845569
"155","226101.155","m. Gdańsk","226101","Kołobrzeska 25E, 80-390 Gdańsk, Polska",231,709,1817,2242,1820,31,0.811775200713649,9,4,5,12.7553837658752,39.149641082275,0.754255319148936,1811,1950,2352,1953,51,0.830357142857143,13,7,6,493,0.745876288659794,1447,25.4123711340206,74.5876288659794,1940,"miejska","Poland",54.403938,18.5839114
"156","226101.156","m. Gdańsk","226101","Arkońska 17, 80-387 Gdańsk, Polska",281,655,1618,2026,1619,56,0.799111549851925,2,1,1,17.3778602350031,40.5071119356834,0.699786324786325,1617,1643,2011,1644,53,0.817503729487817,13,5,8,488,0.700797057020233,1143,29.9202942979767,70.0797057020233,1631,"miejska","Poland",54.4035045,18.5788604
"157","226101.157","m. Gdańsk","226101","Radarowa 26, 80-298 Gdańsk, Polska",325,987,2176,2732,2176,90,0.796486090775988,3,1,2,14.9562816382881,45.421076852278,0.752286585365854,2173,2278,2745,2278,111,0.829872495446266,18,13,5,701,0.689823008849557,1559,31.0176991150443,68.9823008849557,2260,"miejska","Poland",54.3863106,18.4857272
"158","226101.158","m. Gdańsk","226101","mjr. Mieczysława Słabego 6, 80-298 Gdańsk, Polska",294,854,1807,2324,1806,36,0.77710843373494,10,5,5,16.369710467706,47.5501113585746,0.74390243902439,1796,1897,2347,1898,52,0.808691947166596,13,11,2,510,0.729442970822281,1375,27.0557029177719,72.9442970822281,1885,"miejska","Poland",54.3714039,18.5244117
"159","226101.159","m. Gdańsk","226101","Azaliowa 18, 80-177 Gdańsk, Polska",338,1004,2261,2658,2261,52,0.850639578630549,6,2,4,14.9889135254989,44.5232815964523,0.748137108792846,2255,2288,2670,2288,76,0.856928838951311,32,18,14,633,0.719414893617021,1623,28.0585106382979,71.9414893617021,2256,"miejska","Poland",54.3520207,18.5121901
"160","226101.160","m. Gdańsk","226101","Otomińska 72, 80-178 Gdańsk, Polska",304,1083,2176,2502,2176,31,0.869704236610711,9,6,3,14.0286109829257,49.9769266266728,0.780821917808219,2167,2252,2524,2252,71,0.892234548335975,11,7,4,552,0.753681392235609,1689,24.6318607764391,75.3681392235609,2241,"miejska","Poland",54.3398355,18.5088184
"161","226101.161","m. Gdańsk","226101","Stokłosy 1, 80-298 Gdańsk, Polska",454,854,2194,2943,2195,20,0.745837580699966,15,6,9,20.8256880733945,39.1743119266055,0.652905198776758,2180,2268,2960,2270,42,0.766891891891892,32,20,12,838,0.625558534405719,1400,37.4441465594281,62.5558534405719,2238,"miejska","Poland",54.3534073,18.4802953
"162","226101.162","m. Gdańsk","226101","Chłopska 64, 80-350 Gdańsk, Polska",224,621,1275,1708,1277,83,0.747658079625293,5,3,2,17.6100628930818,48.8207547169811,0.73491124260355,1272,1370,1752,1370,125,0.781963470319635,3,0,3,375,0.725676664228237,992,27.4323335771763,72.5676664228237,1367,"miejska","Poland",54.4180476,18.5866694
