id;teryt;nrk;K15;KBLN;KE;LR;PFP;PLE;PiS;WRB;
459232;022507;4;9.59;0.00;32.19;2.05;0.00;0.00;50.68;5.48;
459233;022507;5;13.45;1.17;24.56;2.92;0.00;0.00;50.88;7.02;
459234;022507;6;5.56;1.59;23.02;1.59;0.00;0.00;64.29;3.97;
459235;022507;7;7.87;7.09;37.01;2.36;0.00;0.00;40.94;4.72;
459236;022507;8;3.96;8.42;47.03;0.99;0.00;0.00;35.15;4.46;
459237;022507;9;7.25;2.17;38.41;2.17;0.00;0.00;40.58;9.42;
459244;022601;1;5.04;2.82;51.21;2.42;0.00;0.00;32.86;5.65;
459245;022601;2;3.81;3.81;41.87;2.42;0.00;0.00;39.45;8.65;
459246;022601;3;3.79;3.79;39.39;2.27;0.00;0.00;44.32;6.44;
459247;022602;1;3.80;6.08;49.37;1.77;0.00;0.00;30.38;8.61;
485311;022602;10;10.00;5.00;25.00;0.00;0.00;0.00;55.00;5.00;
485312;022602;11;5.00;5.00;27.50;5.00;0.00;0.00;45.00;12.50;
459248;022602;2;4.16;4.02;48.20;1.66;0.00;0.00;35.46;6.51;
459249;022602;3;3.74;3.52;44.27;1.10;0.00;0.00;41.63;5.73;
459250;022602;4;3.85;3.85;50.30;0.48;0.00;0.00;36.70;4.81;
459251;022602;5;4.16;4.55;42.77;0.79;0.00;0.00;40.40;7.33;
459252;022602;6;3.14;3.40;54.19;1.57;0.00;0.00;32.98;4.71;
459253;022602;7;4.20;3.72;48.26;1.08;0.00;0.00;36.01;6.72;
459254;022602;8;4.40;3.77;45.60;0.63;0.00;0.00;35.85;9.75;
459255;022602;9;3.18;4.32;45.11;1.02;0.00;0.00;40.57;5.80;
459256;022603;1;4.08;8.16;28.57;2.04;0.00;0.00;55.10;2.04;
459257;022603;2;4.43;3.69;44.28;0.74;0.00;0.00;38.38;8.49;
459258;022603;3;3.20;1.60;34.40;1.60;0.00;0.00;55.20;4.00;
459259;022603;4;4.87;3.54;22.12;1.33;0.00;0.00;64.16;3.98;
459260;022603;5;0.90;2.70;17.12;0.00;0.00;0.00;76.58;2.70;
459261;022603;6;3.07;7.02;36.84;1.32;0.00;0.00;41.23;10.53;
459262;022603;7;2.89;1.73;41.04;0.00;0.00;0.00;46.82;7.51;
459263;022604;1;3.89;5.62;48.56;1.59;0.00;0.00;34.87;5.48;
459264;022604;2;5.92;4.73;30.47;0.89;0.00;0.00;54.44;3.55;
459265;022604;3;0.66;7.89;40.79;0.00;0.00;0.00;45.39;5.26;
459266;022604;4;2.22;5.93;39.26;1.48;0.00;0.00;43.70;7.41;
459267;022604;5;6.25;7.64;25.69;0.69;0.00;0.00;47.22;12.50;
459268;022604;6;1.56;0.78;55.47;2.34;0.00;0.00;35.94;3.91;
459269;022604;7;4.71;3.14;49.21;2.09;0.00;0.00;36.65;4.19;
459270;022604;8;2.82;4.93;42.96;0.70;0.00;0.00;46.48;2.11;
459271;022604;9;7.27;2.73;27.27;0.00;0.00;0.00;49.09;13.64;
459272;022605;1;3.74;3.74;28.97;0.93;0.00;0.00;60.28;2.34;
459273;022605;2;3.04;4.39;19.93;2.03;0.00;0.00;67.91;2.70;
459274;022605;3;5.04;1.68;23.53;0.00;0.00;0.00;66.39;3.36;
459275;022605;4;2.02;3.23;20.56;1.61;0.00;0.00;70.16;2.42;
459276;022605;5;3.64;5.01;25.97;1.37;0.00;0.00;60.36;3.64;
459277;022605;6;2.17;4.35;28.70;1.30;0.00;0.00;60.00;3.48;
459278;022606;1;4.56;5.54;44.95;1.95;0.00;0.00;37.46;5.54;
459279;022606;2;4.21;2.53;37.92;1.12;0.00;0.00;49.16;5.06;
459280;022606;3;5.53;3.52;20.10;1.01;0.00;0.00;65.33;4.52;
459281;022606;4;4.49;3.07;42.08;0.95;0.00;0.00;45.15;4.26;
459282;022606;5;4.60;6.69;23.01;2.09;0.00;0.00;56.49;7.11;
459283;022606;6;2.09;2.62;32.46;4.71;0.00;0.00;51.83;6.28;
459284;022606;7;4.27;5.41;40.46;1.14;0.00;0.00;44.16;4.56;
459285;026101;1;1.42;1.42;36.17;2.13;0.00;0.00;39.72;19.15;
459294;026101;10;2.56;4.43;54.78;0.82;0.00;0.00;26.81;10.61;
459295;026101;11;3.59;5.72;51.47;0.98;0.00;0.00;30.72;7.52;
459296;026101;12;1.82;4.16;47.79;0.52;0.00;0.00;37.92;7.79;
459297;026101;13;2.57;3.67;51.93;0.92;0.00;0.00;32.84;8.07;
459298;026101;14;3.98;2.06;53.76;1.47;0.00;0.00;31.37;7.36;
459299;026101;15;2.26;3.61;45.26;1.65;0.00;0.00;41.50;5.71;
459300;026101;16;1.71;3.54;48.29;1.34;0.00;0.00;35.73;9.39;
459301;026101;17;2.04;4.08;50.19;0.97;0.00;0.00;34.27;8.45;
459302;026101;18;1.66;3.23;61.94;1.00;0.00;0.00;26.20;5.97;
459303;026101;19;3.30;3.39;56.64;1.07;0.00;0.00;30.46;5.14;
459286;026101;2;1.87;6.29;51.94;1.07;0.00;0.00;30.25;8.57;
459304;026101;20;2.39;4.22;60.92;1.28;0.00;0.00;23.58;7.61;
459305;026101;21;3.52;2.87;56.72;0.93;0.00;0.00;28.73;7.23;
459306;026101;22;2.80;3.84;58.20;1.45;0.00;0.00;27.49;6.22;
459307;026101;23;3.12;3.39;52.98;0.68;0.00;0.00;31.98;7.86;
459308;026101;24;3.64;4.20;55.74;1.40;0.00;0.00;25.21;9.80;
459309;026101;25;2.56;9.58;48.88;1.60;0.00;0.00;31.31;6.07;
459310;026101;26;3.17;3.46;55.91;1.44;0.00;0.00;28.05;7.97;
459311;026101;27;3.30;5.28;45.87;1.65;0.00;0.00;33.66;10.23;
459312;026101;28;4.71;4.71;61.60;0.94;0.00;0.00;20.14;7.89;
459313;026101;29;2.92;4.83;56.67;1.52;0.00;0.00;27.45;6.61;
459287;026101;3;1.55;6.80;47.60;0.77;0.00;0.00;34.00;9.27;
459314;026101;30;3.14;6.28;53.05;1.75;0.00;0.00;28.97;6.81;
459315;026101;31;2.82;4.81;51.57;1.36;0.00;0.00;30.96;8.47;
459316;026101;32;3.21;6.41;47.22;1.50;0.00;0.00;34.40;7.26;
459317;026101;33;3.34;3.89;56.40;1.45;0.00;0.00;29.37;5.56;
459318;026101;34;2.86;4.35;56.52;1.60;0.00;0.00;26.77;7.89;
459319;026101;35;3.34;4.59;55.85;1.25;0.00;0.00;27.66;7.31;
459320;026101;36;4.07;4.56;48.09;1.11;0.00;0.00;33.42;8.75;
459321;026101;37;3.86;3.64;56.23;1.10;0.00;0.00;28.34;6.84;
459322;026101;38;3.18;5.57;46.34;1.59;0.00;0.00;34.24;9.08;
459323;026101;39;2.91;2.57;50.61;0.56;0.00;0.00;35.64;7.71;
459288;026101;4;3.00;6.25;46.75;2.25;0.00;0.00;32.50;9.25;
459324;026101;40;2.54;8.15;43.84;2.36;0.00;0.00;31.70;11.41;
459325;026101;41;4.35;7.39;50.87;1.74;0.00;0.00;22.17;13.48;
485313;026101;42;13.04;0.00;13.04;0.00;0.00;0.00;73.91;0.00;
485314;026101;43;7.25;1.45;53.62;1.45;0.00;0.00;31.88;4.35;
485315;026101;44;16.38;5.17;50.86;1.72;0.00;0.00;12.07;13.79;
485316;026101;45;5.56;3.70;53.70;0.00;0.00;0.00;37.04;0.00;
487184;026101;46;1.48;2.72;56.79;0.99;0.00;0.00;32.84;5.19;
459289;026101;5;3.63;7.98;45.28;1.74;0.00;0.00;34.83;6.53;
459290;026101;6;3.42;4.86;52.70;2.16;0.00;0.00;27.16;9.71;
459291;026101;7;2.81;4.73;48.96;1.92;0.00;0.00;32.25;9.32;
459292;026101;8;4.08;5.33;45.45;0.94;0.00;0.00;36.99;7.21;
459293;026101;9;2.29;4.96;54.96;1.15;0.00;0.00;29.01;7.63;
459326;026201;1;4.53;2.83;43.30;1.42;0.00;0.00;39.72;8.21;
459335;026201;10;4.42;3.87;37.57;1.10;0.00;0.00;48.34;4.70;
459336;026201;11;1.47;4.42;31.27;2.65;0.00;0.00;54.87;5.31;
459337;026201;12;4.41;6.14;32.05;1.15;0.00;0.00;51.06;5.18;
459338;026201;13;3.53;6.03;39.14;1.37;0.00;0.00;43.69;6.26;
459339;026201;14;3.37;4.95;41.39;1.69;0.00;0.00;41.06;7.54;
459340;026201;15;5.99;4.74;39.28;1.39;0.00;0.00;40.11;8.50;
459341;026201;16;4.02;3.66;42.32;2.01;0.00;0.00;40.54;7.45;
459342;026201;17;3.76;3.87;39.23;1.44;0.00;0.00;45.19;6.52;
459343;026201;18;4.84;3.63;51.99;1.73;0.00;0.00;31.75;6.06;
459344;026201;19;3.21;5.01;43.06;1.54;0.00;0.00;40.87;6.30;
459327;026201;2;3.64;6.79;45.36;0.83;0.00;0.00;35.26;8.11;
459345;026201;20;3.19;3.32;45.15;1.91;0.00;0.00;39.03;7.40;
459346;026201;21;3.27;2.48;44.05;1.05;0.00;0.00;44.05;5.10;
459347;026201;22;2.28;4.95;47.26;1.20;0.00;0.00;39.76;4.55;
459348;026201;23;3.82;4.29;42.61;1.75;0.00;0.00;38.79;8.74;
459349;026201;24;3.60;4.16;43.31;1.12;0.00;0.00;41.28;6.52;
459350;026201;25;3.33;3.16;42.63;1.40;0.00;0.00;41.75;7.72;
459351;026201;26;2.77;3.61;43.01;1.45;0.00;0.00;42.05;7.11;
459352;026201;27;3.34;4.71;46.20;0.91;0.00;0.00;39.06;5.78;
459353;026201;28;4.71;2.90;47.06;1.00;0.00;0.00;39.37;4.98;
459354;026201;29;3.87;3.18;46.89;1.11;0.00;0.00;39.28;5.67;
459328;026201;3;4.18;4.44;45.12;1.65;0.00;0.00;37.39;7.22;
459355;026201;30;4.15;3.51;35.78;1.92;0.00;0.00;46.65;7.99;
459356;026201;31;2.51;4.80;35.28;0.84;0.00;0.00;45.51;11.06;
459357;026201;32;4.64;6.19;39.63;0.93;0.00;0.00;41.49;7.12;
459358;026201;33;3.38;3.20;46.24;1.50;0.00;0.00;39.29;6.39;
459359;026201;34;1.53;3.32;42.71;1.79;0.00;0.00;44.76;5.88;
459360;026201;35;3.83;4.78;39.00;0.96;0.00;0.00;44.74;6.70;
459361;026201;36;2.22;6.31;34.30;1.71;0.00;0.00;46.42;9.04;
459362;026201;37;4.31;3.09;43.16;0.94;0.00;0.00;39.79;8.71;
459363;026201;38;3.65;5.48;33.87;1.42;0.00;0.00;47.67;7.91;
459364;026201;39;2.78;5.56;39.29;1.39;0.00;0.00;45.04;5.95;
459329;026201;4;4.25;4.83;42.90;0.73;0.00;0.00;37.48;9.81;
459365;026201;40;4.12;4.97;34.99;2.06;0.00;0.00;45.63;8.23;
459366;026201;41;1.84;4.10;43.14;1.41;0.00;0.00;41.16;8.35;
459367;026201;42;2.75;5.82;46.20;1.62;0.00;0.00;37.16;6.46;
459368;026201;43;5.42;6.38;34.61;1.28;0.00;0.00;42.11;10.21;
459369;026201;44;5.23;4.38;43.22;1.69;0.00;0.00;35.73;9.75;
459370;026201;45;2.86;4.43;50.29;1.29;0.00;0.00;36.00;5.14;
459371;026201;46;3.02;5.83;47.94;1.01;0.00;0.00;34.67;7.54;
459372;026201;47;3.30;6.08;45.62;1.03;0.00;0.00;36.05;7.93;
485317;026201;48;2.59;2.59;32.76;2.59;0.00;0.00;56.03;3.45;
485318;026201;49;0.00;0.00;12.50;0.00;0.00;0.00;87.50;0.00;
459330;026201;5;3.28;6.23;40.98;1.64;0.00;0.00;37.54;10.33;
459331;026201;6;4.10;3.91;46.55;2.23;0.00;0.00;33.52;9.68;
459332;026201;7;2.19;4.71;50.57;1.30;0.00;0.00;31.98;9.25;
459333;026201;8;2.91;5.32;49.24;0.25;0.00;0.00;34.18;8.10;
459334;026201;9;4.55;6.75;35.64;1.88;0.00;0.00;43.49;7.69;
459373;026401;1;3.19;5.98;48.01;1.73;0.00;0.00;31.65;9.44;
459382;026401;10;2.39;8.76;40.29;2.23;0.00;0.00;37.58;8.76;
459472;026401;100;4.17;6.16;40.95;0.99;0.00;0.00;38.57;9.15;
459473;026401;101;2.80;5.47;53.16;1.95;0.00;0.00;26.52;10.10;
459474;026401;102;4.64;6.27;52.45;1.25;0.00;0.00;26.10;9.28;
459475;026401;103;3.37;5.33;56.88;1.59;0.00;0.00;25.35;7.48;
459476;026401;104;3.74;5.56;49.32;0.91;0.00;0.00;34.64;5.83;
459477;026401;105;3.32;5.63;55.50;1.92;0.00;0.00;24.04;9.59;
459478;026401;106;3.10;6.30;52.33;0.97;0.00;0.00;27.03;10.27;
459479;026401;107;4.38;5.10;53.88;1.15;0.00;0.00;26.65;8.84;
459480;026401;108;2.30;3.40;55.64;2.10;0.00;0.00;25.57;10.99;
459481;026401;109;4.35;7.26;56.23;1.30;0.00;0.00;20.40;10.47;
459383;026401;11;3.27;5.36;44.58;1.44;0.00;0.00;37.25;8.10;
459482;026401;110;4.10;7.45;52.47;1.26;0.00;0.00;23.93;10.79;
459483;026401;111;3.61;6.31;52.95;1.23;0.00;0.00;25.74;10.16;
459484;026401;112;4.81;4.98;48.37;1.20;0.00;0.00;32.47;8.16;
459485;026401;113;2.34;4.79;49.90;1.46;0.00;0.00;34.38;7.13;
459486;026401;114;5.09;5.58;57.29;0.98;0.00;0.00;20.17;10.89;
459487;026401;115;3.28;5.41;58.74;1.51;0.00;0.00;22.09;8.96;
459488;026401;116;2.98;3.17;61.25;1.63;0.00;0.00;23.17;7.79;
459489;026401;117;5.35;4.91;44.54;1.53;0.00;0.00;33.19;10.48;
459490;026401;118;4.70;5.35;42.04;1.70;0.00;0.00;38.25;7.96;
459491;026401;119;3.96;5.15;51.04;1.59;0.00;0.00;27.65;10.60;
459384;026401;12;2.56;5.26;46.67;2.05;0.00;0.00;33.85;9.62;
459492;026401;120;3.93;5.32;45.25;1.90;0.00;0.00;33.97;9.63;
459493;026401;121;4.09;6.64;45.21;1.28;0.00;0.00;35.63;7.15;
459494;026401;122;3.22;6.44;43.86;1.67;0.00;0.00;33.61;11.20;
459495;026401;123;4.88;6.54;45.53;1.47;0.00;0.00;33.82;7.74;
459496;026401;124;4.05;3.93;48.44;1.50;0.00;0.00;33.29;8.79;
459497;026401;125;3.28;6.76;44.40;1.83;0.00;0.00;36.10;7.63;
459498;026401;126;3.98;6.22;44.69;1.33;0.00;0.00;36.73;7.04;
459499;026401;127;3.76;7.73;48.66;1.72;0.00;0.00;27.93;10.20;
459500;026401;128;6.11;7.94;50.00;2.29;0.00;0.00;23.74;9.92;
459501;026401;129;6.72;5.42;49.30;1.77;0.00;0.00;24.84;11.95;
459385;026401;13;3.94;6.60;48.15;2.43;0.00;0.00;31.13;7.75;
459502;026401;130;4.34;6.18;49.93;1.71;0.00;0.00;26.81;11.04;
459503;026401;131;3.47;8.61;46.25;2.22;0.00;0.00;29.58;9.86;
459504;026401;132;5.19;7.05;39.93;2.60;0.00;0.00;31.89;13.35;
459505;026401;133;2.64;6.00;42.57;2.88;0.00;0.00;35.85;10.07;
459506;026401;134;3.30;8.65;42.72;1.65;0.00;0.00;33.38;10.30;
459507;026401;135;4.59;7.15;44.80;1.89;0.00;0.00;33.06;8.50;
459508;026401;136;3.45;6.32;48.85;2.30;0.00;0.00;28.74;10.34;
459509;026401;137;4.33;6.87;47.46;1.34;0.00;0.00;30.90;9.10;
459510;026401;138;4.27;4.43;46.20;1.42;0.00;0.00;34.02;9.65;
459511;026401;139;3.82;7.82;43.89;1.34;0.00;0.00;33.40;9.73;
459386;026401;14;3.92;4.90;48.47;2.51;0.00;0.00;28.98;11.22;
459512;026401;140;2.70;5.51;43.89;2.05;0.00;0.00;36.11;9.73;
459513;026401;141;3.88;6.38;46.59;1.38;0.00;0.00;27.70;14.06;
459514;026401;142;4.51;6.65;48.66;2.14;0.00;0.00;26.66;11.39;
459515;026401;143;4.69;7.62;42.33;1.66;0.00;0.00;34.90;8.80;
459516;026401;144;3.04;4.80;46.57;1.96;0.00;0.00;37.16;6.47;
459517;026401;145;3.98;7.57;44.91;0.87;0.00;0.00;31.72;10.96;
459518;026401;146;5.23;7.68;51.22;0.56;0.00;0.00;23.16;12.14;
459519;026401;147;5.95;7.81;55.58;0.74;0.00;0.00;15.43;14.50;
459520;026401;148;4.21;5.25;60.71;0.95;0.00;0.00;18.06;10.83;
459521;026401;149;2.56;5.56;53.29;1.32;0.00;0.00;27.38;9.88;
459387;026401;15;2.81;5.78;55.28;2.15;0.00;0.00;24.92;9.08;
459522;026401;150;4.59;5.33;63.30;0.92;0.00;0.00;15.37;10.49;
459523;026401;151;3.11;3.31;68.67;1.20;0.00;0.00;15.06;8.63;
459524;026401;152;2.13;4.46;59.88;1.65;0.00;0.00;24.42;7.46;
459525;026401;153;4.59;5.39;59.69;1.53;0.00;0.00;18.91;9.90;
459526;026401;154;3.48;5.92;54.63;1.53;0.00;0.00;25.37;9.06;
459527;026401;155;3.03;6.64;58.34;1.44;0.00;0.00;22.02;8.52;
459528;026401;156;3.90;4.24;62.79;2.42;0.00;0.00;14.87;11.78;
459529;026401;157;3.48;4.99;57.17;1.27;0.00;0.00;23.44;9.66;
459530;026401;158;3.54;5.53;56.30;1.33;0.00;0.00;24.17;9.14;
459531;026401;159;4.79;4.65;61.37;2.08;0.00;0.00;15.53;11.58;
459388;026401;16;3.89;4.83;45.17;1.61;0.00;0.00;37.13;7.37;
459532;026401;160;3.79;4.52;62.23;1.75;0.00;0.00;13.76;13.94;
459533;026401;161;4.89;6.35;52.26;1.61;0.00;0.00;25.40;9.49;
459534;026401;162;5.00;6.64;55.76;1.22;0.00;0.00;21.21;10.18;
459535;026401;163;3.06;4.75;60.61;1.19;0.00;0.00;21.82;8.57;
459536;026401;164;4.63;9.36;55.03;1.21;0.00;0.00;19.62;10.16;
459537;026401;165;3.28;5.63;60.23;1.64;0.00;0.00;21.38;7.84;
459538;026401;166;3.58;6.62;52.23;1.85;0.00;0.00;28.01;7.71;
459539;026401;167;3.87;4.54;47.90;1.85;0.00;0.00;34.96;6.89;
459540;026401;168;5.15;3.90;49.92;2.34;0.00;0.00;29.17;9.52;
459541;026401;169;4.44;5.30;49.82;0.86;0.00;0.00;32.31;7.27;
459389;026401;17;3.79;4.15;49.41;1.90;0.00;0.00;33.18;7.58;
459542;026401;170;3.51;4.77;50.19;2.01;0.00;0.00;32.75;6.78;
459543;026401;171;2.81;4.75;47.98;1.93;0.00;0.00;37.26;5.27;
459544;026401;172;3.30;7.26;47.74;1.43;0.00;0.00;31.57;8.69;
459545;026401;173;4.37;4.98;47.81;1.06;0.00;0.00;34.09;7.69;
459546;026401;174;2.75;6.29;51.90;0.92;0.00;0.00;31.19;6.95;
459547;026401;175;4.36;4.36;45.45;1.27;0.00;0.00;34.55;10.00;
459548;026401;176;1.99;5.69;52.20;1.42;0.00;0.00;31.72;6.97;
459549;026401;177;1.54;6.91;44.34;2.50;0.00;0.00;36.85;7.87;
459550;026401;178;5.34;8.58;40.29;2.27;0.00;0.00;33.17;10.36;
459551;026401;179;4.12;6.83;46.59;0.70;0.00;0.00;33.13;8.63;
459390;026401;18;3.76;5.24;44.89;2.28;0.00;0.00;35.22;8.60;
459552;026401;180;3.83;5.10;49.00;1.73;0.00;0.00;31.60;8.74;
459553;026401;181;2.87;5.66;51.28;1.67;0.00;0.00;29.67;8.85;
459554;026401;182;3.37;5.27;55.49;1.12;0.00;0.00;26.36;8.38;
459555;026401;183;4.79;7.07;52.40;1.62;0.00;0.00;25.59;8.53;
459556;026401;184;4.55;7.51;53.68;2.05;0.00;0.00;23.50;8.72;
459557;026401;185;3.63;7.20;51.46;1.43;0.00;0.00;24.79;11.49;
459558;026401;186;3.66;5.77;49.47;2.12;0.00;0.00;32.63;6.35;
459559;026401;187;2.61;3.57;46.76;1.06;0.00;0.00;38.36;7.63;
459560;026401;188;2.52;6.96;48.84;1.41;0.00;0.00;33.40;6.86;
459561;026401;189;3.83;5.10;50.05;0.91;0.00;0.00;30.26;9.85;
459391;026401;19;4.50;8.70;46.93;0.75;0.00;0.00;31.48;7.65;
459562;026401;190;3.58;5.70;48.16;2.57;0.00;0.00;32.07;7.93;
459563;026401;191;4.46;4.19;49.05;1.62;0.00;0.00;32.97;7.70;
459564;026401;192;4.25;6.74;46.79;1.75;0.00;0.00;31.81;8.66;
459565;026401;193;3.27;5.62;52.14;1.51;0.00;0.00;29.51;7.96;
459566;026401;194;3.28;5.00;53.07;1.97;0.00;0.00;29.65;7.04;
459567;026401;195;4.05;5.52;49.22;1.10;0.00;0.00;33.39;6.72;
459568;026401;196;2.88;4.80;49.36;1.28;0.00;0.00;34.75;6.93;
459569;026401;197;2.63;5.36;55.95;1.07;0.00;0.00;27.58;7.41;
459570;026401;198;2.61;6.26;54.21;0.78;0.00;0.00;28.41;7.73;
459571;026401;199;3.56;4.68;52.59;1.73;0.00;0.00;30.42;7.02;
459374;026401;2;3.50;7.00;48.42;1.40;0.00;0.00;28.35;11.32;
459392;026401;20;2.21;4.53;44.64;0.99;0.00;0.00;38.90;8.73;
459572;026401;200;3.58;3.47;51.16;1.37;0.00;0.00;29.79;10.63;
459573;026401;201;3.70;4.96;52.48;1.27;0.00;0.00;30.20;7.39;
459574;026401;202;3.60;5.47;51.54;2.14;0.00;0.00;29.24;8.01;
459575;026401;203;3.56;5.39;46.76;1.37;0.00;0.00;36.44;6.48;
459576;026401;204;2.64;2.40;53.12;1.92;0.00;0.00;31.49;8.41;
459577;026401;205;3.60;5.64;49.81;1.85;0.00;0.00;30.54;8.56;
459578;026401;206;3.83;5.91;45.83;1.48;0.00;0.00;37.13;5.83;
459579;026401;207;3.11;4.15;44.29;0.69;0.00;0.00;41.64;6.11;
459580;026401;208;3.88;4.42;55.17;1.29;0.00;0.00;26.19;9.05;
459581;026401;209;2.65;6.38;48.38;1.37;0.00;0.00;33.86;7.36;
459393;026401;21;5.06;6.71;41.38;1.65;0.00;0.00;37.77;7.43;
459582;026401;210;4.46;7.41;55.11;1.30;0.00;0.00;22.17;9.54;
459583;026401;211;4.25;4.92;53.21;1.42;0.00;0.00;25.77;10.43;
459584;026401;212;4.58;6.02;54.46;1.61;0.00;0.00;23.94;9.40;
459585;026401;213;4.03;5.00;60.40;1.34;0.00;0.00;18.42;10.81;
459586;026401;214;2.98;5.08;50.35;1.14;0.00;0.00;34.15;6.30;
459587;026401;215;3.43;4.99;45.06;1.35;0.00;0.00;36.84;8.32;
459588;026401;216;2.05;4.79;48.29;1.23;0.00;0.00;34.61;9.03;
459589;026401;217;4.71;5.12;44.83;1.33;0.00;0.00;37.26;6.76;
459590;026401;218;5.03;4.94;51.42;1.46;0.00;0.00;28.55;8.60;
459591;026401;219;3.32;4.33;47.28;2.01;0.00;0.00;36.42;6.64;
459394;026401;22;2.71;3.85;55.36;1.35;0.00;0.00;28.51;8.22;
459592;026401;220;3.74;6.65;45.01;1.25;0.00;0.00;38.09;5.26;
459593;026401;221;3.53;3.90;47.86;1.51;0.00;0.00;33.75;9.45;
459594;026401;222;4.33;5.92;46.36;1.37;0.00;0.00;35.76;6.26;
459595;026401;223;5.44;5.44;51.71;1.39;0.00;0.00;28.36;7.68;
459596;026401;224;4.18;7.07;47.32;0.86;0.00;0.00;33.30;7.28;
459597;026401;225;5.06;5.60;49.78;1.08;0.00;0.00;28.34;10.13;
459598;026401;226;3.11;5.98;51.44;0.96;0.00;0.00;30.26;8.25;
459599;026401;227;3.31;6.84;37.53;0.99;0.00;0.00;46.36;4.97;
459600;026401;228;3.78;7.67;47.06;0.74;0.00;0.00;33.82;6.93;
459601;026401;229;3.00;5.66;51.97;1.29;0.00;0.00;30.45;7.63;
459395;026401;23;3.34;6.35;45.15;2.17;0.00;0.00;34.62;8.36;
459602;026401;230;3.20;6.71;49.74;1.65;0.00;0.00;27.86;10.84;
459603;026401;231;4.12;6.25;54.63;1.74;0.00;0.00;25.89;7.36;
459604;026401;232;4.30;6.50;46.23;1.05;0.00;0.00;36.00;5.92;
459605;026401;233;5.41;4.85;52.19;1.49;0.00;0.00;28.89;7.18;
459606;026401;234;4.64;5.05;47.40;1.11;0.00;0.00;32.60;9.20;
459607;026401;235;4.16;5.87;47.47;1.06;0.00;0.00;30.83;10.60;
459608;026401;236;6.23;6.84;51.34;2.34;0.00;0.00;22.16;11.08;
459609;026401;237;4.36;5.07;51.19;1.19;0.00;0.00;30.27;7.92;
459610;026401;238;4.81;9.63;41.11;1.11;0.00;0.00;34.07;9.26;
459611;026401;239;5.21;4.36;56.92;1.45;0.00;0.00;22.22;9.83;
459396;026401;24;3.52;5.28;48.56;1.67;0.00;0.00;30.40;10.57;
459612;026401;240;6.14;6.58;53.33;1.39;0.00;0.00;20.34;12.22;
459613;026401;241;3.34;3.81;59.29;1.91;0.00;0.00;21.93;9.72;
459614;026401;242;5.32;7.16;55.27;1.74;0.00;0.00;21.19;9.31;
459615;026401;243;6.63;7.39;41.63;1.30;0.00;0.00;34.89;8.15;
459616;026401;244;4.97;7.23;46.69;1.05;0.00;0.00;31.18;8.89;
459617;026401;245;3.29;5.74;51.65;1.69;0.00;0.00;26.53;11.10;
459618;026401;246;4.14;5.81;52.27;1.19;0.00;0.00;24.66;11.93;
459619;026401;247;2.36;4.44;55.49;0.91;0.00;0.00;26.11;10.70;
459620;026401;248;3.01;4.63;55.90;0.77;0.00;0.00;26.29;9.41;
459621;026401;249;4.28;6.23;51.83;0.73;0.00;0.00;28.36;8.56;
459397;026401;25;3.11;4.66;53.84;2.14;0.00;0.00;29.15;7.09;
459622;026401;250;4.67;4.93;54.67;2.27;0.00;0.00;22.27;11.20;
459623;026401;251;4.33;8.10;49.81;1.22;0.00;0.00;29.85;6.69;
459624;026401;252;3.86;4.62;50.99;1.79;0.00;0.00;32.05;6.69;
459625;026401;253;1.96;4.68;45.70;1.51;0.00;0.00;36.35;9.80;
459626;026401;254;3.28;4.78;43.85;1.91;0.00;0.00;38.66;7.51;
459627;026401;255;4.83;6.80;52.95;0.54;0.00;0.00;28.62;6.26;
459628;026401;256;3.59;5.35;55.31;1.91;0.00;0.00;24.14;9.70;
459629;026401;257;3.69;3.96;52.90;1.75;0.00;0.00;31.06;6.64;
459630;026401;258;3.98;6.57;49.60;0.60;0.00;0.00;29.88;9.36;
459631;026401;259;2.67;4.23;60.96;2.11;0.00;0.00;21.47;8.57;
459398;026401;26;3.88;5.63;47.93;1.75;0.00;0.00;31.04;9.76;
459632;026401;260;3.13;4.36;48.82;1.33;0.00;0.00;33.74;8.63;
459633;026401;261;3.50;8.60;41.24;0.64;0.00;0.00;38.54;7.48;
459634;026401;262;3.29;4.56;53.92;1.01;0.00;0.00;29.62;7.59;
459635;026401;263;5.40;6.77;44.43;1.15;0.00;0.00;34.33;7.92;
459636;026401;264;4.22;5.90;51.85;1.01;0.00;0.00;28.58;8.43;
459637;026401;265;3.36;5.10;51.68;1.02;0.00;0.00;29.87;8.97;
459638;026401;266;3.32;4.97;48.19;2.07;0.00;0.00;33.68;7.77;
459639;026401;267;3.72;6.21;48.71;0.67;0.00;0.00;32.76;7.93;
459640;026401;268;3.88;5.55;38.56;0.28;0.00;0.00;44.52;7.21;
459641;026401;269;2.07;3.37;41.84;0.78;0.00;0.00;45.34;6.61;
459399;026401;27;2.22;5.09;56.57;2.96;0.00;0.00;25.28;7.87;
459642;026401;270;4.41;6.77;48.52;1.52;0.00;0.00;27.53;11.25;
459643;026401;271;3.96;4.85;44.14;0.97;0.00;0.00;38.64;7.44;
459644;026401;272;3.44;3.61;51.50;1.29;0.00;0.00;32.07;8.08;
459645;026401;273;3.50;6.21;38.49;0.79;0.00;0.00;45.15;5.87;
459646;026401;274;5.74;6.06;46.65;0.72;0.00;0.00;29.90;10.93;
459647;026401;275;3.48;5.57;38.01;0.70;0.00;0.00;44.98;7.26;
