id;teryt;nrk;K15;KBLN;KE;LR;PFP;PLE;PiS;WRB;
458206;020704;1;4.12;5.03;40.73;0.69;0.00;0.00;44.62;4.81;
458207;020704;2;4.39;5.26;33.77;1.32;0.00;0.00;52.19;3.07;
458208;020704;3;1.89;1.89;24.53;2.83;0.00;0.00;65.09;3.77;
458209;020704;4;1.54;4.62;21.54;3.08;0.00;0.00;60.00;9.23;
458210;020704;5;2.22;7.78;52.22;3.33;0.00;0.00;28.89;5.56;
458211;020704;6;3.78;6.49;45.41;0.00;0.00;0.00;40.54;3.78;
458212;020704;7;3.64;3.64;36.36;1.82;0.00;0.00;53.64;0.91;
458213;020801;1;2.80;10.75;41.59;1.40;0.00;0.00;35.05;8.41;
458214;020801;2;3.23;7.44;44.17;2.98;0.00;0.00;37.97;4.22;
458215;020801;3;2.44;4.14;44.74;1.32;0.00;0.00;41.17;6.20;
458216;020801;4;1.51;4.82;51.20;0.60;0.00;0.00;36.14;5.72;
458217;020802;1;6.47;4.73;40.55;1.00;0.00;0.00;40.30;6.97;
458226;020802;10;4.82;5.51;47.68;0.86;0.00;0.00;35.97;5.16;
458227;020802;11;2.48;5.53;49.81;1.15;0.00;0.00;35.31;5.73;
458228;020802;12;3.56;2.57;46.25;0.99;0.00;0.00;39.53;7.11;
458229;020802;13;3.08;4.27;50.94;0.85;0.00;0.00;36.41;4.44;
458230;020802;14;2.52;2.33;49.22;0.58;0.00;0.00;40.12;5.23;
458231;020802;15;3.45;4.76;46.14;1.31;0.00;0.00;39.00;5.35;
458232;020802;16;3.38;4.92;42.15;0.92;0.00;0.00;42.15;6.46;
458233;020802;17;3.10;4.65;53.10;1.00;0.00;0.00;33.63;4.54;
485255;020802;18;7.89;5.26;18.42;0.00;0.00;0.00;60.53;7.89;
485256;020802;19;7.09;6.38;60.99;1.42;0.00;0.00;17.02;7.09;
458218;020802;2;2.99;4.18;55.78;1.20;0.00;0.00;31.27;4.58;
458219;020802;3;3.79;4.66;53.45;1.72;0.00;0.00;31.03;5.34;
458220;020802;4;2.51;8.46;45.45;0.94;0.00;0.00;37.62;5.02;
458221;020802;5;5.54;2.99;44.35;1.28;0.00;0.00;38.81;7.04;
458222;020802;6;3.81;4.57;48.76;0.76;0.00;0.00;36.19;5.90;
458223;020802;7;4.18;5.43;38.20;0.42;0.00;0.00;48.02;3.76;
458224;020802;8;2.48;6.50;43.65;0.62;0.00;0.00;40.87;5.88;
458225;020802;9;6.25;7.14;38.62;1.56;0.00;0.00;39.96;6.47;
458234;020803;1;4.14;6.65;39.39;1.08;0.00;0.00;42.09;6.65;
458235;020803;2;1.40;2.95;55.52;1.40;0.00;0.00;35.30;3.42;
458236;020803;3;3.46;5.05;52.53;0.80;0.00;0.00;34.18;3.99;
458237;020803;4;4.19;5.79;42.32;0.60;0.00;0.00;42.71;4.39;
458238;020803;5;3.72;8.36;38.08;0.31;0.00;0.00;44.27;5.26;
458239;020803;6;3.62;2.96;37.17;0.66;0.00;0.00;50.00;5.59;
458240;020803;7;3.32;2.52;47.94;1.46;0.00;0.00;40.11;4.65;
458241;020804;1;2.84;8.51;43.97;2.13;0.00;0.00;35.93;6.62;
458250;020804;10;2.07;3.04;47.51;2.07;0.00;0.00;38.76;6.56;
458251;020804;11;3.16;6.65;41.14;2.06;0.00;0.00;40.82;6.17;
458252;020804;12;2.22;4.09;52.00;0.51;0.00;0.00;36.40;4.77;
485257;020804;13;0.00;6.67;26.67;13.33;0.00;0.00;53.33;0.00;
485258;020804;14;0.00;7.69;38.46;0.00;0.00;0.00;53.85;0.00;
458242;020804;2;5.94;5.40;48.85;3.10;0.00;0.00;30.50;6.21;
458243;020804;3;1.93;4.11;49.23;1.54;0.00;0.00;38.56;4.63;
458244;020804;4;4.63;7.41;45.37;1.23;0.00;0.00;35.80;5.56;
458245;020804;5;4.72;5.91;42.13;1.97;0.00;0.00;38.98;6.30;
458246;020804;6;1.81;5.05;43.68;1.44;0.00;0.00;38.99;9.03;
458247;020804;7;2.31;5.54;49.88;1.62;0.00;0.00;34.41;6.24;
458248;020804;8;2.01;5.03;48.32;1.34;0.00;0.00;36.24;7.05;
458249;020804;9;2.45;4.57;52.20;1.47;0.00;0.00;34.26;5.06;
458253;020805;1;4.21;3.53;45.96;0.91;0.00;0.00;39.36;6.03;
458254;020805;2;3.70;3.25;49.27;1.46;0.00;0.00;36.51;5.82;
458255;020805;3;3.29;3.48;48.68;0.85;0.00;0.00;37.69;6.02;
512665;020805;4;4.55;4.55;36.36;4.55;0.00;0.00;45.45;4.55;
458256;020806;1;2.52;5.76;34.53;0.36;0.00;0.00;52.88;3.96;
458265;020806;10;1.76;1.76;25.88;1.18;0.00;0.00;67.65;1.76;
458266;020806;11;4.34;3.18;45.95;2.02;0.00;0.00;38.44;6.07;
458267;020806;12;2.72;3.81;44.96;2.45;0.00;0.00;39.78;6.27;
458268;020806;13;4.86;4.32;44.86;0.54;0.00;0.00;40.00;5.41;
458269;020806;14;2.27;5.67;36.26;1.70;0.00;0.00;50.71;3.40;
458270;020806;15;2.75;6.04;41.21;1.65;0.00;0.00;38.46;9.89;
485259;020806;16;0.00;0.00;37.50;0.00;0.00;0.00;58.33;4.17;
485260;020806;17;0.00;33.33;0.00;0.00;0.00;0.00;66.67;0.00;
485261;020806;18;22.22;11.11;11.11;11.11;0.00;0.00;44.44;0.00;
458257;020806;2;2.57;6.69;41.68;1.20;0.00;0.00;42.71;5.15;
458258;020806;3;2.08;5.19;37.14;2.34;0.00;0.00;49.09;4.16;
458259;020806;4;3.22;2.59;46.37;0.73;0.00;0.00;43.05;4.05;
458260;020806;5;2.22;2.87;47.52;0.39;0.00;0.00;41.51;5.48;
458261;020806;6;5.37;3.02;33.89;0.00;0.00;0.00;52.35;5.37;
458262;020806;7;3.35;4.12;23.71;1.29;0.00;0.00;61.60;5.93;
458263;020806;8;2.62;3.21;23.91;1.17;0.00;0.00;67.06;2.04;
458264;020806;9;4.44;3.49;35.24;0.63;0.00;0.00;53.02;3.17;
458271;020807;1;4.96;5.67;33.33;0.71;0.00;0.00;52.48;2.84;
458280;020807;10;2.90;14.94;32.37;3.32;0.00;0.00;43.57;2.90;
458281;020807;11;5.26;5.26;25.73;0.00;0.00;0.00;54.97;8.77;
458282;020807;12;1.99;3.97;36.42;1.32;0.00;0.00;54.30;1.99;
458283;020807;13;1.30;5.21;28.34;1.30;0.00;0.00;61.56;2.28;
458284;020807;14;2.33;5.98;30.23;1.66;0.00;0.00;51.16;8.64;
458285;020807;15;2.88;2.16;28.42;0.36;0.00;0.00;61.51;4.68;
458272;020807;2;7.97;6.77;29.08;1.99;0.00;0.00;49.80;4.38;
458273;020807;3;4.77;5.19;41.70;0.62;0.00;0.00;43.98;3.73;
458274;020807;4;4.35;0.67;30.43;1.00;0.00;0.00;58.86;4.68;
458275;020807;5;6.45;2.10;35.32;0.81;0.00;0.00;51.61;3.71;
458276;020807;6;4.73;11.82;30.74;0.00;0.00;0.00;45.27;7.43;
458277;020807;7;3.85;3.85;33.89;1.03;0.00;0.00;53.15;4.24;
458278;020807;8;3.17;5.56;35.45;0.53;0.00;0.00;50.00;5.29;
458279;020807;9;3.36;4.62;29.83;0.84;0.00;0.00;54.20;7.14;
458286;020808;1;4.94;5.23;39.83;2.62;0.00;0.00;40.99;6.40;
458287;020808;2;3.23;4.47;52.36;0.74;0.00;0.00;34.00;5.21;
458288;020808;3;3.56;4.85;44.34;1.62;0.00;0.00;40.13;5.50;
458289;020808;4;3.08;3.85;45.08;1.23;0.00;0.00;40.62;6.15;
458290;020808;5;3.87;3.87;44.65;1.37;0.00;0.00;42.60;3.64;
458291;020808;6;2.23;6.37;41.40;4.14;0.00;0.00;38.85;7.01;
458292;020808;7;4.29;2.86;31.71;2.86;0.00;0.00;53.71;4.57;
512664;020808;8;2.27;2.27;36.36;0.00;0.00;0.00;54.55;4.55;
458293;020809;1;2.33;7.49;40.83;1.81;0.00;0.00;44.44;3.10;
458294;020809;2;4.15;3.69;41.01;1.84;0.00;0.00;42.86;6.45;
458295;020810;1;3.16;5.11;38.20;1.22;0.00;0.00;46.23;6.08;
458296;020810;2;3.63;3.85;37.19;2.04;0.00;0.00;45.35;7.94;
458297;020810;3;2.03;6.76;44.59;0.68;0.00;0.00;44.59;1.35;
458298;020810;4;7.50;8.33;35.00;0.00;0.00;0.00;44.17;5.00;
458299;020810;5;5.91;5.91;29.57;1.08;0.00;0.00;49.46;8.06;
458300;020810;6;3.76;2.69;34.95;2.15;0.00;0.00;51.08;5.38;
458301;020810;7;3.70;6.79;33.95;0.62;0.00;0.00;50.00;4.94;
458302;020810;8;3.57;4.46;42.86;3.57;0.00;0.00;33.48;12.05;
458303;020810;9;0.00;7.89;39.47;3.51;0.00;0.00;44.74;4.39;
458304;020811;1;5.43;2.72;50.54;0.54;0.00;0.00;36.96;3.80;
458313;020811;10;2.34;6.07;47.20;2.34;0.00;0.00;37.85;4.21;
458314;020811;11;3.32;2.99;30.56;2.99;0.00;0.00;55.15;4.98;
458315;020811;12;4.06;3.32;26.57;1.48;0.00;0.00;54.98;9.59;
458316;020811;13;4.30;6.45;38.71;2.51;0.00;0.00;43.37;4.66;
458317;020811;14;5.61;3.27;44.86;0.47;0.00;0.00;37.85;7.94;
458318;020811;15;3.33;3.33;33.33;2.22;0.00;0.00;51.67;6.11;
485262;020811;16;3.70;11.11;22.22;0.00;0.00;0.00;59.26;3.70;
458305;020811;2;0.93;3.70;45.37;1.85;0.00;0.00;42.13;6.02;
458306;020811;3;5.45;7.27;49.70;0.00;0.00;0.00;30.30;7.27;
458307;020811;4;3.59;3.14;48.43;0.90;0.00;0.00;35.87;8.07;
458308;020811;5;3.00;6.44;37.34;2.15;0.00;0.00;39.48;11.59;
458309;020811;6;3.95;1.98;38.34;0.79;0.00;0.00;49.41;5.53;
458310;020811;7;2.47;1.85;35.19;0.62;0.00;0.00;55.56;4.32;
458311;020811;8;1.54;5.38;31.54;1.15;0.00;0.00;53.85;6.54;
458312;020811;9;2.71;5.81;36.82;0.78;0.00;0.00;46.51;7.36;
458319;020812;1;3.33;4.80;42.67;1.47;0.00;0.00;41.87;5.87;
458320;020812;2;3.03;7.36;24.68;0.43;0.00;0.00;61.04;3.46;
458321;020812;3;2.72;6.95;28.10;0.60;0.00;0.00;58.61;3.02;
458322;020812;4;4.32;3.65;38.54;1.50;0.00;0.00;47.51;4.49;
458323;020812;5;2.99;5.99;31.74;5.39;0.00;0.00;50.30;3.59;
458324;020812;6;4.88;4.27;23.78;1.22;0.00;0.00;61.28;4.57;
458325;020812;7;3.16;3.80;29.11;2.53;0.00;0.00;56.33;5.06;
485263;020812;8;10.00;10.00;30.00;5.00;0.00;0.00;40.00;5.00;
458326;020813;1;5.02;2.28;41.10;2.28;0.00;0.00;40.87;8.45;
458327;020813;2;3.13;2.39;47.51;0.37;0.00;0.00;41.07;5.52;
458328;020813;3;6.71;4.08;45.08;0.72;0.00;0.00;36.21;7.19;
458329;020813;4;3.51;2.89;45.15;1.44;0.00;0.00;40.41;6.60;
458330;020813;5;3.79;7.58;37.91;1.90;0.00;0.00;40.28;8.53;
458331;020813;6;2.96;2.96;48.89;2.22;0.00;0.00;34.81;8.15;
485264;020813;7;11.11;0.00;11.11;0.00;0.00;0.00;77.78;0.00;
458332;020814;1;4.44;7.56;41.33;1.33;0.00;0.00;39.11;6.22;
458333;020814;2;3.44;5.38;47.83;1.20;0.00;0.00;36.32;5.83;
458334;020814;3;5.03;6.80;41.22;1.50;0.00;0.00;39.73;5.71;
458335;020814;4;1.68;7.26;27.37;1.68;0.00;0.00;56.42;5.59;
458336;020814;5;4.55;5.56;29.80;1.01;0.00;0.00;57.07;2.02;
458337;020814;6;6.41;5.77;38.46;0.64;0.00;0.00;45.51;3.21;
458338;020901;1;4.50;5.22;38.49;1.08;0.00;0.00;43.53;7.19;
458339;020901;2;3.66;3.66;35.29;2.35;0.00;0.00;50.85;4.18;
458340;020901;3;2.93;4.99;40.18;1.47;0.00;0.00;45.45;4.99;
458341;020901;4;3.26;6.72;39.71;2.04;0.00;0.00;40.33;7.94;
458342;020901;5;2.99;3.15;41.89;2.52;0.00;0.00;44.57;4.88;
458343;020901;6;2.52;5.44;44.51;0.91;0.00;0.00;40.79;5.84;
485265;020901;7;0.00;0.00;11.11;0.00;0.00;0.00;77.78;11.11;
458344;020902;1;3.46;3.25;26.22;1.02;0.00;0.00;60.98;5.08;
458345;020902;2;1.82;3.39;23.18;0.26;0.00;0.00;68.49;2.86;
458346;020902;3;2.97;6.79;28.03;0.42;0.00;0.00;58.60;3.18;
458347;020902;4;1.91;5.73;40.13;1.27;0.00;0.00;45.86;5.10;
458348;020902;5;2.73;7.10;36.07;0.55;0.00;0.00;49.18;4.37;
458349;020902;6;4.91;6.88;27.03;1.72;0.00;0.00;53.56;5.90;
458350;020902;7;5.06;4.75;23.42;0.95;0.00;0.00;60.44;5.38;
458351;020902;8;3.69;4.55;25.28;1.42;0.00;0.00;60.80;4.26;
458352;020903;1;4.15;6.02;26.35;1.04;0.00;0.00;56.64;5.81;
458353;020903;2;2.33;5.81;20.93;1.74;0.00;0.00;60.47;8.72;
458354;020903;3;2.85;4.27;27.07;2.85;0.00;0.00;59.83;3.13;
458355;020904;1;4.35;6.52;34.78;0.00;0.00;0.00;45.65;8.70;
458356;020904;2;4.58;2.43;54.79;0.43;0.00;0.00;31.33;6.44;
458357;020904;3;5.94;6.93;26.49;0.74;0.00;0.00;55.69;4.21;
458358;020904;4;5.59;3.66;40.00;0.43;0.00;0.00;44.95;5.38;
458359;020904;5;5.02;5.24;48.91;0.87;0.00;0.00;32.75;7.21;
458360;020905;1;3.99;3.39;37.33;1.40;0.00;0.00;49.70;4.19;
458361;020905;2;4.46;3.82;29.94;0.64;0.00;0.00;54.14;7.01;
458362;020905;3;3.33;5.36;25.14;0.92;0.00;0.00;60.26;4.99;
458363;020905;4;2.17;5.43;20.11;1.63;0.00;0.00;66.30;4.35;
458364;020905;5;4.86;1.08;35.14;1.08;0.00;0.00;55.14;2.70;
485266;020905;6;8.33;44.44;5.56;11.11;0.00;0.00;19.44;11.11;
458365;020906;1;6.22;4.15;37.76;1.66;0.00;0.00;40.66;9.54;
458366;020906;2;4.42;5.31;34.51;1.33;0.00;0.00;46.46;7.96;
458367;020906;3;5.36;7.28;29.50;0.38;0.00;0.00;52.11;5.36;
458368;020906;4;4.62;5.18;34.57;2.03;0.00;0.00;47.32;6.28;
458369;020906;5;5.49;4.74;33.67;1.75;0.00;0.00;47.13;7.23;
458370;020906;6;8.85;5.75;25.66;2.65;0.00;0.00;51.77;5.31;
458371;020906;7;3.52;1.51;31.16;2.51;0.00;0.00;58.79;2.51;
458372;020906;8;3.55;4.06;31.98;1.02;0.00;0.00;46.70;12.69;
458373;020907;1;6.29;5.40;40.47;1.08;0.00;0.00;39.39;7.37;
458374;020907;2;3.76;2.88;30.31;1.33;0.00;0.00;59.29;2.43;
458375;020907;3;3.72;5.41;42.57;0.34;0.00;0.00;42.23;5.74;
458376;020907;4;2.52;3.36;36.13;0.84;0.00;0.00;51.26;5.88;
458377;020907;5;6.99;4.30;26.34;1.08;0.00;0.00;55.91;5.38;
458378;020907;6;4.87;3.54;23.01;0.22;0.00;0.00;62.39;5.97;
458379;020908;1;6.37;3.00;26.59;0.37;0.00;0.00;58.43;5.24;
458380;020908;2;3.00;3.00;21.32;0.60;0.00;0.00;68.47;3.60;
485267;020908;3;0.00;20.83;4.17;4.17;0.00;0.00;62.50;8.33;
458381;021001;1;3.46;6.57;50.17;1.90;0.00;0.00;29.93;7.96;
485268;021001;10;0.00;0.00;41.67;8.33;0.00;0.00;41.67;8.33;
458382;021001;2;3.54;4.82;41.96;2.89;0.00;0.00;40.19;6.59;
458383;021001;3;3.79;4.92;46.40;1.80;0.00;0.00;35.51;7.58;
458384;021001;4;2.41;3.52;47.24;1.10;0.00;0.00;40.69;5.03;
458385;021001;5;3.79;3.12;54.57;1.56;0.00;0.00;30.07;6.90;
458386;021001;6;2.97;4.55;52.62;0.96;0.00;0.00;32.60;6.29;
458387;021001;7;2.85;3.90;48.10;0.95;0.00;0.00;37.55;6.65;
458388;021001;8;4.28;4.81;46.52;0.53;0.00;0.00;38.50;5.35;
458389;021001;9;4.52;7.10;41.94;1.29;0.00;0.00;39.68;5.48;
458390;021002;1;4.03;2.84;48.21;1.04;0.00;0.00;36.72;7.16;
458391;021002;2;4.66;2.33;48.45;2.07;0.00;0.00;34.97;7.51;
458392;021002;3;6.12;7.48;44.90;1.02;0.00;0.00;30.27;10.20;
458393;021002;4;2.24;6.73;38.78;1.28;0.00;0.00;44.87;6.09;
487182;021002;5;0.00;5.26;42.11;5.26;0.00;0.00;47.37;0.00;
458394;021003;1;3.20;5.16;38.61;2.49;0.00;0.00;44.84;5.69;
458395;021003;2;4.03;4.48;43.28;1.04;0.00;0.00;38.36;8.81;
458396;021003;3;5.15;6.01;44.64;1.50;0.00;0.00;38.20;4.51;
458397;021003;4;3.05;5.08;33.25;0.76;0.00;0.00;50.76;7.11;
458398;021003;5;3.18;3.18;39.49;0.64;0.00;0.00;47.13;6.37;
458399;021003;6;4.18;4.18;34.73;0.84;0.00;0.00;49.79;6.28;
458400;021003;7;4.17;4.63;33.33;1.85;0.00;0.00;50.93;5.09;
458401;021003;8;2.56;7.69;35.90;1.54;0.00;0.00;40.00;12.31;
458402;021004;1;3.81;7.14;29.05;2.38;0.00;0.00;55.24;2.38;
458403;021004;2;3.65;6.18;39.89;0.84;0.00;0.00;42.42;7.02;
458404;021004;3;5.62;13.48;20.22;1.12;0.00;0.00;53.93;5.62;
458405;021004;4;3.50;2.80;37.06;0.00;0.00;0.00;48.95;7.69;
458406;021004;5;3.12;3.75;33.75;1.25;0.00;0.00;47.50;10.62;
458407;021004;6;4.80;3.60;40.29;0.24;0.00;0.00;47.96;3.12;
458408;021004;7;7.03;5.08;34.38;1.56;0.00;0.00;45.31;6.64;
458409;021004;8;8.37;9.77;45.12;2.33;0.00;0.00;31.63;2.79;
458410;021005;1;3.93;5.40;43.37;1.31;0.00;0.00;39.44;6.55;
458411;021005;2;2.49;5.67;47.44;0.55;0.00;0.00;39.70;4.15;
458412;021005;3;4.76;3.33;40.24;0.71;0.00;0.00;47.38;3.57;
458413;021005;4;5.65;2.42;24.19;0.00;0.00;0.00;61.29;6.45;
458414;021006;1;2.71;4.65;27.52;1.55;0.00;0.00;58.53;5.04;
458415;021006;2;3.94;5.12;29.53;0.39;0.00;0.00;58.66;2.36;
458416;021007;1;6.26;3.37;35.96;1.93;0.00;0.00;48.31;4.17;
458417;021007;2;4.41;4.41;37.86;1.36;0.00;0.00;44.48;7.47;
458418;021007;3;5.93;5.93;25.93;1.48;0.00;0.00;54.81;5.93;
485269;021007;4;9.41;3.53;40.00;1.18;0.00;0.00;21.18;24.71;
458419;021101;1;4.38;4.38;34.79;1.64;0.00;0.00;48.77;6.03;
458428;021101;10;4.22;4.22;34.22;1.41;0.00;0.00;48.91;7.03;
458429;021101;11;5.81;6.85;31.33;1.66;0.00;0.00;50.21;4.15;
458430;021101;12;2.94;5.70;35.23;0.35;0.00;0.00;49.22;6.56;
458431;021101;13;4.55;4.00;34.36;1.45;0.00;0.00;49.45;6.18;
458432;021101;14;6.62;2.75;38.61;0.48;0.00;0.00;44.59;6.95;
458433;021101;15;5.92;4.36;40.97;0.78;0.00;0.00;41.43;6.54;
458434;021101;16;5.74;4.83;33.99;2.27;0.00;0.00;46.98;6.19;
458435;021101;17;4.14;6.21;39.13;2.48;0.00;0.00;43.89;4.14;
458436;021101;18;5.73;3.62;34.24;2.11;0.00;0.00;48.87;5.43;
458437;021101;19;3.64;2.91;40.98;2.19;0.00;0.00;45.90;4.37;
458420;021101;2;7.42;5.23;39.97;0.51;0.00;0.00;39.63;7.25;
458438;021101;20;4.34;5.72;35.31;0.99;0.00;0.00;48.32;5.33;
458439;021101;21;5.07;4.90;37.06;0.70;0.00;0.00;44.41;7.87;
458440;021101;22;7.89;5.61;41.18;0.67;0.00;0.00;38.64;6.02;
458441;021101;23;5.76;3.78;32.91;0.72;0.00;0.00;52.88;3.96;
458442;021101;24;4.27;7.48;32.05;1.07;0.00;0.00;50.43;4.70;
458443;021101;25;4.90;2.85;42.26;0.91;0.00;0.00;41.46;7.63;
458444;021101;26;4.61;3.45;39.31;2.14;0.00;0.00;44.90;5.59;
458445;021101;27;3.47;5.89;42.15;0.91;0.00;0.00;41.54;6.04;
458446;021101;28;4.42;3.31;49.68;0.63;0.00;0.00;36.28;5.68;
458447;021101;29;6.28;9.18;33.57;0.72;0.00;0.00;45.65;4.59;
458421;021101;3;4.03;4.45;31.57;0.21;0.00;0.00;52.33;7.42;
458448;021101;30;6.10;6.59;39.76;0.24;0.00;0.00;38.78;8.54;
458449;021101;31;5.95;5.05;39.82;1.98;0.00;0.00;40.72;6.49;
458450;021101;32;3.40;4.60;38.40;0.20;0.00;0.00;47.80;5.60;
458451;021101;33;5.47;9.12;48.91;1.46;0.00;0.00;29.56;5.47;
458452;021101;34;5.46;6.56;35.66;0.82;0.00;0.00;45.77;5.74;
458453;021101;35;5.42;4.33;33.13;0.77;0.00;0.00;53.41;2.94;
458454;021101;36;3.95;4.11;38.32;0.99;0.00;0.00;47.37;5.26;
458455;021101;37;3.99;5.07;31.95;1.23;0.00;0.00;52.84;4.92;
458456;021101;38;3.89;5.33;31.41;0.86;0.00;0.00;53.89;4.61;
458457;021101;39;4.26;4.26;32.45;0.59;0.00;0.00;51.98;6.46;
458422;021101;4;4.35;5.22;30.78;1.04;0.00;0.00;52.70;5.91;
458458;021101;40;2.76;5.91;42.26;1.05;0.00;0.00;41.34;6.69;
458459;021101;41;2.90;7.17;31.91;0.85;0.00;0.00;52.22;4.95;
458460;021101;42;6.34;4.83;35.35;1.06;0.00;0.00;46.22;6.19;
458461;021101;43;7.05;6.59;28.64;0.45;0.00;0.00;50.68;6.59;
458462;021101;44;6.53;4.90;29.18;0.61;0.00;0.00;53.67;5.10;
458463;021101;45;4.52;7.74;42.58;0.65;0.00;0.00;37.85;6.67;
458464;021101;46;4.33;5.47;45.10;0.46;0.00;0.00;37.36;7.29;
485270;021101;47;4.65;2.33;13.95;9.30;0.00;0.00;60.47;9.30;
485271;021101;48;3.33;3.33;31.67;3.33;0.00;0.00;56.67;1.67;
485272;021101;49;0.00;12.50;37.50;12.50;0.00;0.00;37.50;0.00;
458423;021101;5;3.08;4.03;30.57;1.66;0.00;0.00;54.50;6.16;
458424;021101;6;6.81;5.76;27.75;1.57;0.00;0.00;52.62;5.50;
458425;021101;7;7.69;4.76;29.67;0.92;0.00;0.00;49.45;7.51;
458426;021101;8;3.71;5.06;27.82;2.19;0.00;0.00;57.34;3.88;
458427;021101;9;4.12;6.94;40.56;1.52;0.00;0.00;42.30;4.56;
458465;021102;1;5.63;7.36;42.25;1.10;0.00;0.00;37.87;5.79;
458474;021102;10;5.50;6.46;40.07;0.60;0.00;0.00;39.00;8.37;
458475;021102;11;2.94;6.18;29.41;0.00;0.00;0.00;55.88;5.59;
458466;021102;2;6.03;4.06;31.05;1.39;0.00;0.00;52.84;4.63;
458467;021102;3;4.88;6.51;40.33;0.54;0.00;0.00;43.22;4.52;
458468;021102;4;7.59;5.34;36.55;1.03;0.00;0.00;39.31;10.17;
458469;021102;5;4.94;3.78;20.93;0.87;0.00;0.00;67.15;2.33;
458470;021102;6;5.61;7.26;28.71;2.31;0.00;0.00;47.85;8.25;
458471;021102;7;5.80;3.86;36.47;0.97;0.00;0.00;49.28;3.62;
458472;021102;8;3.50;1.17;31.91;3.11;0.00;0.00;53.31;7.00;
458473;021102;9;5.17;5.42;36.70;0.99;0.00;0.00;45.81;5.91;
458476;021103;1;7.14;3.42;23.91;2.48;0.00;0.00;59.01;4.04;
458477;021103;2;6.11;7.23;22.19;2.89;0.00;0.00;57.56;4.02;
458478;021103;3;3.56;4.93;33.42;1.10;0.00;0.00;50.14;6.85;
458479;021103;4;7.95;4.92;34.85;1.14;0.00;0.00;47.73;3.41;
458480;021103;5;6.82;5.30;17.80;1.14;0.00;0.00;65.53;3.41;
458481;021103;6;5.51;6.30;17.32;0.00;0.00;0.00;65.75;5.12;
458482;021103;7;5.95;5.10;29.75;1.70;0.00;0.00;50.42;7.08;
458483;021104;1;5.78;5.78;27.56;1.82;0.00;0.00;54.62;4.46;
458484;021104;2;3.80;3.24;30.42;2.25;0.00;0.00;55.07;5.21;
458485;021104;3;3.16;5.44;28.60;0.53;0.00;0.00;57.72;4.56;
458486;021104;4;5.21;5.21;16.38;0.99;0.00;0.00;69.48;2.73;
458487;021104;5;6.00;8.00;28.00;0.00;0.00;0.00;55.33;2.67;
458488;021104;6;2.73;2.73;21.82;2.73;0.00;0.00;63.64;6.36;
458489;021104;7;3.78;5.84;14.09;0.00;0.00;0.00;72.16;4.12;
458490;021104;8;3.63;4.03;12.10;0.81;0.00;0.00;77.42;2.02;
458491;021201;1;4.09;4.80;42.81;1.78;0.00;0.00;40.67;5.86;
458492;021201;2;3.84;4.24;45.45;2.42;0.00;0.00;37.58;6.46;
458493;021201;3;4.50;2.02;48.84;2.33;0.00;0.00;36.28;6.05;
458494;021201;4;2.90;5.28;37.65;1.87;0.00;0.00;45.32;6.98;
458495;021201;5;1.71;4.57;30.86;1.14;0.00;0.00;57.71;4.00;
458496;021201;6;3.37;3.37;32.58;0.84;0.00;0.00;55.34;4.49;
485273;021201;7;3.12;3.12;9.38;3.12;0.00;0.00;75.00;6.25;
458497;021202;1;4.14;5.17;45.86;0.17;0.00;0.00;40.86;3.79;
458498;021202;2;4.18;3.42;39.54;1.52;0.00;0.00;42.59;8.75;
458499;021202;3;3.83;2.39;38.28;0.96;0.00;0.00;45.45;9.09;
458500;021202;4;7.01;4.80;35.42;1.85;0.00;0.00;45.76;5.17;
458501;021202;5;4.71;6.81;38.22;0.52;0.00;0.00;42.41;7.33;
458502;021202;6;9.23;0.77;20.77;3.08;0.00;0.00;64.62;1.54;
485274;021202;7;7.87;3.37;30.34;5.62;0.00;0.00;50.56;2.25;
458503;021203;1;3.61;6.58;44.65;0.52;0.00;0.00;37.29;7.35;
458512;021203;10;2.44;10.06;26.83;1.83;0.00;0.00;55.49;3.35;
458513;021203;11;3.96;3.47;34.16;1.49;0.00;0.00;52.48;4.46;
458514;021203;12;4.01;16.06;36.13;1.46;0.00;0.00;34.67;7.66;
458515;021203;13;5.18;4.21;42.72;1.94;0.00;0.00;37.86;8.09;
487183;021203;14;33.33;0.00;0.00;0.00;0.00;0.00;66.67;0.00;
458504;021203;2;3.47;7.92;45.79;1.98;0.00;0.00;35.89;4.95;
458505;021203;3;3.55;5.08;58.38;0.25;0.00;0.00;26.40;6.35;
458506;021203;4;3.82;5.31;47.98;1.49;0.00;0.00;33.97;7.43;
458507;021203;5;3.21;3.44;46.84;0.92;0.00;0.00;36.62;8.96;
458508;021203;6;4.65;6.98;39.24;2.03;0.00;0.00;40.41;6.69;
458509;021203;7;2.11;3.87;34.51;2.46;0.00;0.00;50.35;6.69;
458510;021203;8;9.78;4.35;25.00;2.17;0.00;0.00;54.71;3.99;
458511;021203;9;2.59;5.17;37.07;1.72;0.00;0.00;49.14;4.31;
458516;021204;1;3.62;2.80;38.22;0.66;0.00;0.00;48.43;6.26;
458517;021204;2;4.62;3.63;40.10;0.83;0.00;0.00;47.19;3.63;
458518;021204;3;5.69;3.89;23.05;1.50;0.00;0.00;60.18;5.69;
458519;021204;4;2.50;7.50;31.50;1.50;0.00;0.00;53.00;4.00;
458520;021204;5;3.43;6.00;39.28;1.03;0.00;0.00;42.20;8.06;
485275;021204;6;9.68;16.13;19.35;3.23;0.00;0.00;38.71;12.90;
